Brand,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Honda,Honda City i-VTEC,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87
Hyundai,Hyundai i20 1.2,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27
Mercedes-Benz,Mercedes-Benz New C-Class,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12
Chevrolet,Chevrolet Beat ,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65
Hyundai,Hyundai i20 Sportz,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2
Toyota,Toyota Innova 2.5,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3
Maruti,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9
Toyota,Toyota Innova 2.5,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75
Honda,Honda City i,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09
BMW,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5
Hyundai,Hyundai Grand i10,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75
Maruti,Maruti Ciaz 1.3,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45
Skoda,Skoda Rapid Leisure,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5
Hyundai,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8
Volkswagen,Volkswagen Polo GT,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7
Honda,Honda Jazz 1.2,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17
Hyundai,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75
Hyundai,Hyundai Tucson 2.0,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99
Toyota,Toyota Innova Crysta,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65
Maruti,Maruti Omni MPI,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85
Maruti,Maruti Swift VXI,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95
Hyundai,Hyundai Grand i10,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
Maruti,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75
Hyundai,Hyundai Verna CRDi,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6
Hyundai,Hyundai i20 1.2,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8
Mercedes-Benz,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29
Mercedes-Benz,Mercedes-Benz New C-Class,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0
Maruti,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35
Hyundai,Hyundai Creta 1.6,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75
Maruti,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
Renault,Renault Duster 110PS,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0
Fiat,Fiat Grande Punto,Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65
BMW,BMW X3 xDrive30d,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77
Hyundai,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25
Toyota,Toyota Innova 2.5,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
Maruti,Maruti Zen VXI,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55
Maruti,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15
Mahindra,Mahindra Scorpio VLX,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0
Tata,Tata Zest Quadrajet,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
Ford,Ford EcoSport 1.0,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5
Maruti,Maruti Swift Dzire,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35
Maruti,Maruti Alto 800,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26
Honda,Honda City 1.5,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21
Audi,Audi Q7 3.0,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36
Skoda,Skoda Laura 1.9,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95
Hyundai,Hyundai Verna 1.6,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28
Honda,Honda City 1.5,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57
Hyundai,Hyundai i20 Magna,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11
Hyundai,Hyundai i20 Sportz,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96
Volkswagen,Volkswagen Vento ,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7
Honda,Honda City i,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9
Tata,Tata Zest Quadrajet,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25
BMW,BMW 5 Series,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0
Maruti,Maruti Wagon R,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35
Honda,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85
Volkswagen,Volkswagen Jetta 2007-2011,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7
Hyundai,Hyundai i10 Magna,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1
Mercedes-Benz,Mercedes-Benz New C-Class,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64
Hyundai,Hyundai i10 Magna,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
Toyota,Toyota Innova Crysta,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25
Audi,Audi A6 2011-2015,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78
Toyota,Toyota Innova 2.5,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26
Volkswagen,Volkswagen Polo ,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89
Maruti,Maruti Alto K10,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
Honda,Honda City i-VTEC,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69
Tata,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58
Audi,Audi A6 2011-2015,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77
Mercedes-Benz,Mercedes-Benz GLA Class,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26
Maruti,Maruti Celerio VXI,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
Mercedes-Benz,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0
Land,Land Rover Range,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0
Volkswagen,Volkswagen Vento ,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65
Maruti,Maruti Omni 8,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05
Honda,Honda Brio 1.2,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13
Tata,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5
Tata,Tata Indica Vista,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85
Maruti,Maruti Wagon R,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65
Mahindra,Mahindra XUV500 W8,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6
Tata,Tata Indigo LS,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25
Maruti,Maruti Ertiga Paseo,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25
Honda,Honda Accord 2.4,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45
Maruti,Maruti Swift Dzire,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7
Ford,Ford Fiesta EXi,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8
Honda,Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8
Audi,Audi A6 2011-2015,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95
BMW,BMW 6 Series,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0
Audi,Audi Q7 45,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67
Maruti,Maruti Zen Estilo,Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1.4
Hyundai,Hyundai i20 1.4,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
Hyundai,Hyundai i10 Sportz,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95
Honda,Honda Jazz 1.2,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
Maruti,Maruti Swift VDI,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15
Hyundai,Hyundai i20 Asta,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3
Volkswagen,Volkswagen Polo ,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55
Maruti,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
Toyota,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5
Maruti,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4
Tata,Tata Manza ELAN,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4
Maruti,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25
Skoda,Skoda Octavia Ambition,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5
Toyota,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8
Hyundai,Hyundai i20 Asta,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66
Maruti,Maruti Vitara Brezza,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15
Honda,Honda City 1.5,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
Tata,Tata Indica Vista,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5
Honda,Honda Amaze S,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45
Hyundai,Hyundai EON D,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55
BMW,BMW 3 Series,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99
Hyundai,Hyundai Verna 1.6,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
Tata,Tata Manza Club,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9
Skoda,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05
Maruti,Maruti Alto K10,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75
Ford,Ford Ecosport 1.5,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75
Chevrolet,Chevrolet Spark 1.0,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95
Jaguar,Jaguar XF 2.0,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0
Honda,Honda CR-V RVi,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91
Skoda,Skoda Superb L&K,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3
Hyundai,Hyundai i10 Magna,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7
Maruti,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
Maruti,Maruti Swift Dzire,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2
Nissan,Nissan Micra ,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75
Maruti,Maruti Swift Dzire,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25
Ford,Ford Fiesta Classic,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25
Maruti,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65
Mini,Mini Clubman Cooper,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0
Toyota,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25
Maruti,Maruti Alto 800,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9
Maruti,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9
BMW,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75
Nissan,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25
Hyundai,Hyundai Grand i10,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77
Maruti,Maruti Vitara Brezza,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49
Audi,Audi Q7 3.0,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95
Mercedes-Benz,Mercedes-Benz GLA Class,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0
Maruti,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0
Renault,Renault Duster 85PS,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1
Toyota,Toyota Corolla Altis,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5
Mercedes-Benz,Mercedes-Benz New C-Class,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0
Maruti,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2
Honda,Honda BRV i-VTEC,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48
Hyundai,Hyundai Xcent 1.1,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5
Mercedes-Benz,Mercedes-Benz B Class,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0
Honda,Honda City i,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
Honda,Honda City 1.5,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
Hyundai,Hyundai Verna Transform,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
Jaguar,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5
Honda,Honda Amaze S,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
Mini,Mini Cooper Convertible,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0
Mercedes-Benz,Mercedes-Benz S Class,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81
Hyundai,Hyundai EON Magna,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
Maruti,Maruti Wagon R,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
Maruti,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91
BMW,BMW 3 Series,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0
Tata,Tata Xenon XT,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5
Audi,Audi A3 35,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5
Land,Land Rover Range,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0
Mercedes-Benz,Mercedes-Benz GL-Class 2007,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0
Mitsubishi,Mitsubishi Pajero Sport,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0
Maruti,Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92
Maruti,Maruti Wagon R,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
Land,Land Rover Range,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83
Hyundai,Hyundai Verna 1.6,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95
BMW,BMW 5 Series,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5
Jaguar,Jaguar XF ,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95
Skoda,Skoda Superb Elegance,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
Audi,Audi Q3 35,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71
Land,Land Rover Range,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67
Mercedes-Benz,Mercedes-Benz New C-Class,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
Mahindra,Mahindra Scorpio S10,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05
BMW,BMW 3 Series,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5
Honda,Honda BR-V i-VTEC,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5
Volvo,Volvo S80 2006-2013,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25
Hyundai,Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8
Hyundai,Hyundai i20 Active,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9
Mercedes-Benz,Mercedes-Benz GLC 43,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99
Hyundai,Hyundai EON Magna,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25
Hyundai,Hyundai Grand i10,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
Honda,Honda City 1.5,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
Volkswagen,Volkswagen Polo ,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25
Audi,Audi A6 35,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5
Hyundai,Hyundai Creta 1.6,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03
Mercedes-Benz,Mercedes-Benz New C-Class,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5
Mini,Mini Cooper Convertible,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5
Toyota,Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75
Honda,Honda Brio S,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2
Maruti,Maruti Baleno Alpha,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89
Skoda,Skoda Laura Ambiente,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58
Hyundai,Hyundai EON Era,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06
Renault,Renault Captur 1.5,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37
BMW,BMW 5 Series,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82
Maruti,Maruti Alto 800,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74
Volvo,Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0
Maruti,Maruti Wagon R,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45
Honda,Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0
Maruti,Maruti Eeco 5,Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.7
Chevrolet,Chevrolet Enjoy 1.4,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75
Mahindra,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7
Hyundai,Hyundai EON D,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
Hyundai,Hyundai Creta 1.6,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77
Volkswagen,Volkswagen Vento 1.6,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1
Honda,Honda Civic 2006-2010,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65
Tata,Tata Indica Vista,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
Mahindra,Mahindra XUV500 W8,Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53
Hyundai,Hyundai i20 1.2,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98
Audi,Audi Q5 30,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0
Maruti,Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25
Mitsubishi,Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85
Toyota,Toyota Innova 2.5,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5
Maruti,Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5
Maruti,Maruti S-Cross Delta,Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92
Audi,Audi Q3 35,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37
BMW,BMW 3 Series,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5
Audi,Audi Q7 4.2,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91
Hyundai,Hyundai i20 2015-2017,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2
Renault,Renault Duster 110PS,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99
Hyundai,Hyundai Xcent 1.1,Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25
Ford,Ford Ecosport 1.5,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
Volkswagen,Volkswagen Polo ,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4
Hyundai,Hyundai Grand i10,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6
Tata,Tata Manza Aqua,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95
Honda,Honda City 1.5,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26
Hyundai,Hyundai Santro Xing,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22
Toyota,Toyota Innova 2.5,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5
Maruti,Maruti Ciaz 1.3,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26
Toyota,Toyota Fortuner 4x4,Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45
Mercedes-Benz,Mercedes-Benz E-Class E,Kochi,2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.43
