,Company,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
222,Maruti,Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15
223,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0
224,Tata,Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
225,Ford,EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5
226,Maruti,Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35
227,Maruti,Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26
228,Honda,City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21
229,Skoda,Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95
230,Hyundai,Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28
231,Honda,City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57
232,Hyundai,i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11
233,Hyundai,i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96
234,Volkswagen,Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7
235,Honda,City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9
236,Tata,Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25
237,Maruti,Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35
238,Honda,Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85
239,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7
240,Hyundai,i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1
241,Hyundai,i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
242,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26
243,Volkswagen,Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89
244,Maruti,Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
245,Honda,City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69
246,Tata,Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58
249,Maruti,Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
250,Volkswagen,Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65
251,Maruti,Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05
252,Honda,Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13
253,Tata,Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5
254,Tata,Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85
255,Maruti,Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65
256,Mahindra,XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6
257,Tata,Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25
258,Maruti,Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25
259,Honda,Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45
260,Maruti,Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7
261,Ford,Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8
262,Honda,City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8
263,Maruti,Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1.4
264,Hyundai,i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
265,Hyundai,i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95
266,Honda,Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
267,Maruti,Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15
268,Hyundai,i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3
269,Volkswagen,Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55
270,Maruti,Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
271,Toyota,Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5
272,Maruti,Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4
273,Tata,Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4
274,Maruti,Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25
275,Skoda,Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5
276,Toyota,Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8
277,Hyundai,i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66
278,Maruti,Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15
279,Honda,City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
280,Tata,Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5
281,Honda,Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45
282,Hyundai,EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55
283,Hyundai,Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
284,Tata,Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9
285,Skoda,Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05
286,Maruti,Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75
287,Ford,Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75
288,Chevrolet,Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95
289,Honda,CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91
290,Hyundai,i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7
291,Maruti,Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
292,Maruti,Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2
293,Nissan,Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75
294,Maruti,Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25
295,Ford,Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25
296,Maruti,Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65
297,Toyota,Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25
298,Maruti,Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9
299,Maruti,Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9
300,Nissan,Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25
301,Hyundai,Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77
302,Maruti,Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49
303,Audi,Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95
304,Maruti,800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0
305,Renault,Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1
306,Maruti,Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2
307,Honda,BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48
308,Hyundai,Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
309,Mercedes-Benz,B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
310,Honda,City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
312,Honda,City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
313,Hyundai,Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
314,Honda,Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
315,Hyundai,EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
316,Maruti,Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
317,Maruti,Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91
318,BMW,3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0
319,Tata,Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5
320,Maruti,Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92
321,Maruti,Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
322,Hyundai,Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95
323,Skoda,Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
324,Mahindra,Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05
325,Honda,BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5
326,Volvo,S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25
327,Hyundai,Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8
328,Hyundai,i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9
329,Hyundai,EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25
330,Hyundai,Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
331,Honda,City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
332,Volkswagen,Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25
334,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03
335,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5
337,Toyota,Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75
338,Honda,Brio S MT,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2
339,Maruti,Baleno Alpha Automatic,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89
340,Skoda,Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58
341,Hyundai,EON Era Plus,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06
342,Renault,Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37
343,Maruti,Alto 800 LXI,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74
344,Maruti,Wagon R LXI BSII,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45
345,Honda,City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0
346,Maruti,Eeco 5 STR With AC Plus HTR CNG,Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.7
347,Chevrolet,Enjoy 1.4 LS 8,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75
348,Mahindra,Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7
350,Hyundai,EON D Lite,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
351,Hyundai,Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77
352,Volkswagen,Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1
353,Honda,Civic 2006-2010 1.8 S AT,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65
354,Tata,Indica Vista Quadrajet LS,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
355,Mahindra,XUV500 W8 2WD,Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53
356,Hyundai,i20 1.2 Asta Option,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98
357,Maruti,Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25
358,Mitsubishi,Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85
359,Toyota,Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5
360,Maruti,Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5
361,Maruti,S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92
362,Hyundai,i20 2015-2017 Asta 1.2,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2
363,Renault,Duster 110PS Diesel RxL,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99
364,Hyundai,Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25
365,Ford,Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
366,Volkswagen,Polo Petrol Trendline 1.2L,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4
367,Hyundai,Grand i10 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6
368,Tata,Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95
369,Honda,City 1.5 V MT,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26
370,Hyundai,Santro Xing GLS,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22
371,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5
372,Maruti,Ciaz 1.3 S,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26
373,Toyota,Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45
375,Skoda,Yeti Ambition 4X2,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5
376,Hyundai,Grand i10 Sportz,Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5
377,Ford,Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8
378,Skoda,Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75
379,Renault,Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0
380,Ford,Figo Diesel EXI,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25
381,Ford,Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24
382,Volkswagen,Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75
383,Maruti,Ritz VDi,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0
384,Nissan,Micra Diesel XV Premium,Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55
385,Hyundai,Verna 1.6 SX,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8
386,BMW,5 Series 2003-2012 523i,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5
387,Honda,CR-V 2.4L 4WD AT,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99
388,Hyundai,i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32
389,Maruti,Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
390,Skoda,Octavia Classic 1.9 TDI MT,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2
391,Honda,Amaze VX i-Vtech,Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0
392,Maruti,Zen LXi BSII,Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6
393,Maruti,SX4 ZXI MT BSIV,Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15
394,Honda,Brio VX AT,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25
395,Maruti,Wagon R VXI,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
396,Toyota,Camry A/T,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3.43
397,Chevrolet,Beat LS,Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55
398,Ford,Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
399,Maruti,Swift Vdi BSIII,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.6
400,Honda,Mobilio S i VTEC,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4.25
401,Hyundai,Grand i10 Sportz,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.8
402,Mahindra,XUV500 AT W8 FWD,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0
403,Skoda,Fabia 1.6 MPI Elegance,Pune,2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2.25
404,Hyundai,Santro Xing GLS,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
405,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56
406,Mahindra,Scorpio 1.99 S8,Delhi,2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,12.25
407,Skoda,Rapid 1.6 TDI Ambition,Pune,2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.76
408,Renault,Duster 110PS Diesel RxZ,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.58
409,Toyota,Etios G,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95
410,Maruti,Wagon R LXI,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3
411,Hyundai,Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0
412,Maruti,Celerio VXI,Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.79
413,Chevrolet,Beat LT,Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.55
414,Tata,Nano Twist XT,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
415,Mercedes-Benz,E-Class 280 CDI,Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,9.29
416,Maruti,Swift VXI,Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.37
417,Fiat,Linea T Jet,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,2.98
418,Maruti,Swift VXI Optional,Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.75
419,Toyota,Fortuner 3.0 Diesel,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0
420,Maruti,Ertiga ZXI,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.8
421,BMW,3 Series 320i Sedan,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49
422,Maruti,Ertiga VXI,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.6
423,Honda,City 1.5 V AT,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,2.85
424,Hyundai,Santa Fe 4X4,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.36
425,Tata,Indigo LS,Jaipur,2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0
426,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,10.75
427,Maruti,Swift Dzire LDi,Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85
428,Ford,Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.0
429,Honda,City i VTEC CVT VX,Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.6
430,Toyota,Fortuner 4x2 Manual,Delhi,2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.25
431,Honda,Amaze VX O i VTEC,Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.75
432,Hyundai,i20 Asta 1.4 CRDi,Delhi,2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.75
433,Chevrolet,Enjoy TCDi LTZ 7 Seater,Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,4.85
434,Maruti,SX4 ZXI AT Leather,Mumbai,2009,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,2.85
435,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2012,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.51
436,Renault,Duster 110PS Diesel RxZ,Delhi,2015,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.75
437,Honda,City ZX GXi,Kochi,2009,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3.29
438,Maruti,Ciaz RS ZDi Plus SHVS,Delhi,2016,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.5
439,Maruti,Swift Dzire VXi,Pune,2010,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.2
440,Mahindra,XUV500 W6 2WD,Pune,2012,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
441,Honda,Civic 2006-2010 1.8 S MT,Ahmedabad,2007,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.9
442,Maruti,Ertiga ZDI,Pune,2013,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,6.75
443,Toyota,Etios Liva GD,Chennai,2013,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.8
444,Skoda,Rapid 1.5 TDI Style,Hyderabad,2017,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,10.5
