,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Company,Model
216,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,,2.0,Maruti,A-Star Vxi
217,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,,10.0,Renault,Duster 110PS Diesel RXZ Option
218,Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,,1.65,Fiat,Grande Punto 1.3 Emotion Pack (Diesel)
219,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,3.25,Hyundai,i10 Sportz
220,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,12.8,Toyota,Innova 2.5 G4 Diesel 7-seater
221,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,,0.55,Maruti,Zen VXI BSII
222,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,,7.15,Maruti,Swift VDI
223,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,,7.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV
224,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34 Lakh,3.75,Tata,Zest Quadrajet 1.3 75PS XE
225,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,,8.5,Ford,EcoSport 1.0 Ecoboost Titanium Plus
226,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.35,Maruti,Swift Dzire ZDI
227,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.26,Maruti,Alto 800 LXI
228,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.21,Honda,City 1.5 S MT
229,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,,2.95,Skoda,Laura 1.9 TDI AT Ambiente
230,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,4.28,Hyundai,Verna 1.6 SX VTVT (O)
231,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,3.57,Honda,City 1.5 V AT
232,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,,3.11,Hyundai,i20 Magna Optional 1.4 CRDi
233,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,,5.96,Hyundai,i20 Sportz AT 1.4
234,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.7,Volkswagen,Vento Diesel Highline
235,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,6.9,Honda,City i VTEC VX
236,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34 Lakh,5.25,Tata,Zest Quadrajet 1.3 75PS XE
237,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,,1.35,Maruti,Wagon R LXI Minor
238,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.85 Lakh,4.85,Honda,Jazz VX
239,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,,6.7,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline
240,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.1,Hyundai,i10 Magna 1.2
241,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.8,Hyundai,i10 Magna 1.2 iTech SE
242,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,,8.26,Toyota,Innova 2.5 VX (Diesel) 7 Seater
243,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.89,Volkswagen,Polo Petrol Trendline 1.2L
244,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.1,Maruti,Alto K10 LXI
245,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,16.67 Lakh,12.69,Honda,City i-VTEC CVT ZX
246,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,2.58,Tata,Indigo LX
249,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.25,Maruti,Celerio VXI AT
250,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,3.65,Volkswagen,Vento Diesel Trendline
251,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,,2.05,Maruti,Omni 8 Seater BSIV
252,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.62 Lakh,3.13,Honda,Brio 1.2 VX MT
253,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,,1.5,Tata,Sumo Delux
254,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,,2.85,Tata,Indica Vista Aura 1.3 Quadrajet
255,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.65,Maruti,Wagon R LXI BS IV
256,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,10.6,Mahindra,XUV500 W8 4WD
257,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,,1.25,Tata,Indigo LS Dicor
258,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,8.25,Maruti,Ertiga Paseo VXI
259,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,,4.45,Honda,Accord 2.4 A/T
260,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,3.7,Maruti,Swift Dzire VDi
261,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,2.8,Ford,Fiesta EXi 1.4 TDCi Ltd
262,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,,1.8,Honda,City ZX GXi
263,Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,,1.4,Maruti,Zen Estilo LXI Green (CNG)
264,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,5.5,Hyundai,i20 1.4 CRDi Asta
265,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,,2.95,Hyundai,i10 Sportz AT
266,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,,6.86,Honda,Jazz 1.2 V CVT i VTEC
267,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,6.15,Maruti,Swift VDI BSIV
268,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,,3.3,Hyundai,i20 Asta 1.2
269,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.55,Volkswagen,Polo Petrol Comfortline 1.2L
270,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.5,Maruti,Alto LXi
271,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,,2.5,Toyota,Corolla H4
272,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,1.4,Maruti,Alto LXi
273,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,,3.4,Tata,Manza ELAN Quadrajet BS IV
274,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,2.25,Maruti,Alto LXi
275,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,,7.5,Skoda,Octavia Ambition Plus 2.0 TDI AT
276,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,,2.8,Toyota,Corolla H4
277,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.66,Hyundai,i20 Asta Option 1.2
278,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.12 Lakh,7.15,Maruti,Vitara Brezza LDi
279,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.5,Honda,City 1.5 V MT
280,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,,3.5,Tata,Indica Vista Aqua 1.3 Quadrajet
281,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,3.45,Honda,Amaze S i-Dtech
282,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.55,Hyundai,EON D Lite Plus
283,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,5.25,Hyundai,Verna 1.6 SX
284,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,,2.9,Tata,Manza Club Class Quadrajet90 LS
285,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,28.37 Lakh,2.05,Skoda,Octavia RS
286,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.48 Lakh,3.75,Maruti,Alto K10 VXI
287,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional
288,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,,0.95,Chevrolet,Spark 1.0 LS
289,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,,3.91,Honda,CR-V RVi MT
290,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.7,Hyundai,i10 Magna 1.2
291,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.5,Maruti,Swift LDI
292,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,,6.2,Maruti,Swift Dzire VXi AT
293,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,2.75,Nissan,Micra Diesel XV
294,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,3.25,Maruti,Swift Dzire Tour LDI
295,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,,3.25,Ford,Fiesta Classic 1.4 Duratorq CLXI
296,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,,0.65,Maruti,Zen LX
297,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,,3.25,Toyota,Etios GD
298,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,,2.9,Maruti,Alto 800 2016-2019 LXI
299,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,,2.9,Maruti,Alto VXi
300,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,,8.25,Nissan,Teana XV
301,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,5.77,Hyundai,Grand i10 AT Asta
302,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12 Lakh,9.49,Maruti,Vitara Brezza ZDi Plus
303,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,,12.95,Audi,Q7 3.0 TDI Quattro Premium Plus
304,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,,1.0,Maruti,800 AC
305,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,,7.1,Renault,Duster 85PS Diesel RxL
306,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,,3.2,Maruti,Ritz VDi
307,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,14.65 Lakh,9.48,Honda,BRV i-VTEC V CVT
308,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,4.0,Hyundai,Xcent 1.1 CRDi Base
309,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,,11.77,Mercedes-Benz,B Class B180
310,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,8.75,Honda,City i VTEC VX Option
312,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.75,Honda,City 1.5 S MT
313,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,,2.5,Hyundai,Verna Transform VTVT
314,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.65,Honda,Amaze S i-Vtech
315,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.25,Hyundai,EON Magna Plus
316,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.1,Maruti,Wagon R VXI BS IV
317,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,3.91,Maruti,Ritz LDi
318,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,11.0,BMW,3 Series 320d Sedan
319,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,,3.5,Tata,Xenon XT EX 4X2
320,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,0.92,Maruti,Alto LX
321,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,,2.75,Maruti,Wagon R LXI BSIII
322,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,4.95,Hyundai,Verna 1.6 SX VTVT
323,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,7.25,Skoda,Superb Elegance 1.8 TSI AT
324,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,13.05,Mahindra,Scorpio S10 4WD
325,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,12.51 Lakh,8.5,Honda,BR-V i-VTEC S MT
326,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,,7.25,Volvo,S80 2006-2013 D5
327,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,,0.8,Hyundai,Accent GLE
328,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9.74 Lakh,6.9,Hyundai,i20 Active SX Petrol
329,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,,2.25,Hyundai,EON Magna Plus
330,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,,5.5,Hyundai,Grand i10 SportZ Edition
331,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,,4.35,Honda,City 1.5 EXI S
332,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.25,Volkswagen,Polo Petrol Trendline 1.2L
334,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,12.03,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
335,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,,8.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde
337,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,,5.75,Toyota,Etios VD
338,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,,3.2,Honda,Brio S MT
339,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,9.89,Maruti,Baleno Alpha Automatic
340,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,6.58,Skoda,Laura Ambiente 2.0 TDI CR AT
341,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,,4.06,Hyundai,EON Era Plus
342,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,,13.37,Renault,Captur 1.5 Diesel RXL
343,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.74,Maruti,Alto 800 LXI
344,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,,1.45,Maruti,Wagon R LXI BSII
345,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,,2.0,Honda,City ZX GXi
346,Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,,4.7,Maruti,Eeco 5 STR With AC Plus HTR CNG
347,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,,3.75,Chevrolet,Enjoy 1.4 LS 8
348,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,11.28 Lakh,7.7,Mahindra,Bolero ZLX
350,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.6,Hyundai,EON D Lite
351,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,,13.77,Hyundai,Creta 1.6 SX Plus Petrol Automatic
352,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,11.48 Lakh,7.1,Volkswagen,Vento 1.6 Comfortline
353,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,,2.65,Honda,Civic 2006-2010 1.8 S AT
354,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,,2.5,Tata,Indica Vista Quadrajet LS
355,Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,7.53,Mahindra,XUV500 W8 2WD
356,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.98,Hyundai,i20 1.2 Asta Option
357,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,,2.25,Maruti,Ritz VXi
358,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,,3.85,Mitsubishi,Cedia Sports
359,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,13.5,Toyota,Innova 2.5 V Diesel 7-seater
360,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,,3.5,Maruti,Celerio LDi
361,Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,11.26 Lakh,8.92,Maruti,S-Cross Delta DDiS 200 SH
362,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.2,Hyundai,i20 2015-2017 Asta 1.2
363,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,5.99,Renault,Duster 110PS Diesel RxL
364,Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,5.25,Hyundai,Xcent 1.1 CRDi S Celebration Edition
365,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.5,Ford,Ecosport 1.5 DV5 MT Titanium
366,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,4.4,Volkswagen,Polo Petrol Trendline 1.2L
367,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,4.6,Hyundai,Grand i10 CRDi Magna
368,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,,2.95,Tata,Manza Aqua Quadrajet BS IV
369,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.26,Honda,City 1.5 V MT
370,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,,2.22,Hyundai,Santro Xing GLS
371,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,,10.5,Toyota,Innova 2.5 VX (Diesel) 7 Seater
372,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.26,Maruti,Ciaz 1.3 S
373,Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,,14.45,Toyota,Fortuner 4x4 MT TRD Sportivo
375,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,,5.5,Skoda,Yeti Ambition 4X2
376,Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.5,Hyundai,Grand i10 Sportz
377,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,6.8,Ford,Figo 2015-2019 1.2P Titanium MT
378,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,,8.75,Skoda,Octavia Ambition 1.4 TSI MT
379,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,,7.0,Renault,Duster 85PS Diesel RxL Option
380,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,2.25,Ford,Figo Diesel EXI
381,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,,4.24,Ford,Endeavour Hurricane Limited Edition
382,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.75,Volkswagen,Polo Diesel Comfortline 1.2L
383,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.0,Maruti,Ritz VDi
384,Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.55,Nissan,Micra Diesel XV Premium
385,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,4.8,Hyundai,Verna 1.6 SX
386,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,,13.5,BMW,5 Series 2003-2012 523i
387,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,,3.99,Honda,CR-V 2.4L 4WD AT
388,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,2.32,Hyundai,i10 Era
389,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,5.5,Maruti,Ertiga VXI
390,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,,3.2,Skoda,Octavia Classic 1.9 TDI MT
391,Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.0,Honda,Amaze VX i-Vtech
392,Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,,1.6,Maruti,Zen LXi BSII
393,Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,4.15,Maruti,SX4 ZXI MT BSIV
394,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,,4.25,Honda,Brio VX AT
395,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.6,Maruti,Wagon R VXI
396,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,,3.43,Toyota,Camry A/T
397,Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,2.55,Chevrolet,Beat LS
398,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.25,Ford,Ecosport 1.5 DV5 MT Titanium Optional
399,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,3.6,Maruti,Swift Vdi BSIII
400,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,,4.25,Honda,Mobilio S i VTEC
401,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,,4.8,Hyundai,Grand i10 Sportz
402,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,,13.0,Mahindra,XUV500 AT W8 FWD
403,Pune,2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,,2.25,Skoda,Fabia 1.6 MPI Elegance
404,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.3,Hyundai,Santro Xing GLS
405,Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,13.56,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
406,Delhi,2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,,12.25,Mahindra,Scorpio 1.99 S8
407,Pune,2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,,3.76,Skoda,Rapid 1.6 TDI Ambition
408,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,8.58,Renault,Duster 110PS Diesel RxZ
409,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,,4.95,Toyota,Etios G
410,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.74 Lakh,3.3,Maruti,Wagon R LXI
411,Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14.84 Lakh,8.0,Hyundai,Creta 1.6 SX
412,Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,,2.79,Maruti,Celerio VXI
413,Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,,2.55,Chevrolet,Beat LT
414,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,,1.0,Tata,Nano Twist XT
415,Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,,9.29,Mercedes-Benz,E-Class 280 CDI
416,Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,,6.37,Maruti,Swift VXI
417,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,,2.98,Fiat,Linea T Jet
418,Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.75,Maruti,Swift VXI Optional
419,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,13.0,Toyota,Fortuner 3.0 Diesel
420,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,6.8,Maruti,Ertiga ZXI
421,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,,10.49,BMW,3 Series 320i Sedan
422,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,5.6,Maruti,Ertiga VXI
423,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,,2.85,Honda,City 1.5 V AT
424,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,,8.36,Hyundai,Santa Fe 4X4
425,Jaipur,2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,1.0,Tata,Indigo LS
426,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,,10.75,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance
427,Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,3.85,Maruti,Swift Dzire LDi
428,Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,,3.0,Ford,Fiesta Classic 1.4 Duratorq CLXI
429,Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,9.6,Honda,City i VTEC CVT VX
430,Delhi,2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,,13.25,Toyota,Fortuner 4x2 Manual
431,Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,5.75,Honda,Amaze VX O i VTEC
432,Delhi,2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.75,Hyundai,i20 Asta 1.4 CRDi
433,Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,,4.85,Chevrolet,Enjoy TCDi LTZ 7 Seater
